surrogate_key_captura_apontamento_horas,data_apontamento,codigo_matricula_colaborador_apontado,codigo_filial_apontada,codigo_projeto_apontado,codigo_cliente_projeto,codigo_segmento_mercado,indicador_tipo_hora_trabalhada,quantidade_horas_trabalhadas,tipo_despesa_apontada,valor_despesa_apontada
16204,27/01/2023,914,M1,187,68,2,HE,1.65,1,77.15
16205,05/01/2023,738,F3,145,61,2,HN,4.26,1,141.88
16206,06/01/2023,66,F3,108,93,5,HE,2.94,5,149.34
16207,15/01/2023,781,F3,127,13,2,HN,4.14,3,17.0
16208,10/01/2023,724,F2,96,54,7,HN,6.83,5,145.18
16209,10/01/2023,444,M1,192,84,3,HE,2.5,2,64.26
16210,06/01/2023,891,M1,11,52,4,HE,4.44,4,18.33
16211,27/01/2023,835,F2,190,20,7,HN,5.89,4,77.0
16212,22/01/2023,359,F3,173,88,4,HN,6.65,2,73.55
16213,29/01/2023,233,F3,103,52,4,HN,2.39,3,53.15
16214,17/01/2023,588,M1,236,41,5,HE,2.65,3,115.91
16215,24/01/2023,758,F2,89,21,4,HN,2.44,1,118.14
16216,14/01/2023,127,F2,42,8,3,HN,4.09,5,97.56
16217,08/01/2023,566,F3,5,39,1,HE,7.7,3,26.32
16218,12/01/2023,339,F2,222,77,6,HN,7.21,3,125.27
16219,17/01/2023,424,F3,101,51,7,HE,3.78,1,47.62
16220,08/01/2023,872,F3,247,48,4,HE,5.95,3,116.87
16221,08/01/2023,631,F3,181,64,7,HE,4.27,3,104.22
16222,27/01/2023,867,F2,116,35,4,HE,2.61,5,66.71
16223,07/01/2023,826,F3,177,73,2,HN,4.38,5,77.07
16224,25/01/2023,698,F3,7,61,1,HE,6.12,1,35.05
16225,03/01/2023,719,F2,67,18,7,HN,2.51,4,19.68
16226,05/01/2023,764,M1,111,67,3,HE,3.36,4,83.99
16227,18/01/2023,338,M1,9,6,2,HN,6.43,2,144.53
16228,11/01/2023,301,M1,43,20,2,HN,6.67,4,47.33
16229,02/01/2023,661,F3,88,31,4,HE,6.12,4,49.72
16230,11/01/2023,844,F2,13,51,1,HE,4.68,4,42.35
16231,19/01/2023,360,F2,19,32,6,HE,7.25,3,115.46
16232,12/01/2023,490,F3,114,21,5,HN,7.43,5,60.4
16233,24/01/2023,949,M1,210,11,4,HN,7.28,4,105.15
16234,11/01/2023,656,F3,150,74,4,HN,3.98,1,136.15
16235,07/01/2023,722,F2,25,64,4,HN,3.74,4,19.72
16236,25/01/2023,410,M1,250,17,5,HE,4.37,4,42.39
16237,24/01/2023,383,F3,223,76,5,HE,7.87,2,131.11
16238,14/01/2023,12,F2,178,20,4,HN,4.47,5,84.99
16239,03/01/2023,282,F2,133,86,4,HE,5.83,4,147.73
16240,09/01/2023,720,F2,16,93,2,HE,2.11,3,148.41
16241,27/01/2023,894,F2,224,53,7,HE,4.62,5,54.8
16242,10/01/2023,164,F3,199,3,7,HE,5.8,4,30.41
16243,29/01/2023,355,M1,230,42,3,HE,5.05,5,18.85
16244,29/01/2023,45,F3,183,32,1,HE,2.31,5,119.2
16245,17/01/2023,284,F2,234,43,5,HN,1.54,2,76.95
16246,23/01/2023,218,F2,26,13,1,HE,6.32,1,138.93
16247,20/01/2023,622,F2,146,89,7,HN,5.38,3,71.21
16248,16/01/2023,218,F3,221,58,5,HE,5.8,3,31.79
16249,28/01/2023,140,M1,7,98,1,HE,4.35,4,105.49
16250,20/01/2023,266,F2,192,59,4,HN,6.42,4,8.84
16251,08/01/2023,549,F3,39,63,4,HN,4.73,3,13.96
16252,25/01/2023,302,F2,6,55,1,HN,1.25,1,73.75
16253,06/01/2023,174,F2,117,79,7,HE,1.22,3,126.19
16254,22/01/2023,339,M1,153,93,1,HN,3.65,2,134.23
16255,05/01/2023,833,F3,176,73,2,HE,4.28,2,9.81
16256,30/01/2023,756,F2,77,71,3,HN,3.61,4,118.93
16257,29/01/2023,572,F3,249,86,2,HN,5.64,4,101.44
16258,06/01/2023,929,M1,110,37,5,HN,1.38,3,35.93
16259,26/01/2023,313,M1,95,24,2,HE,2.96,2,87.37
16260,05/01/2023,163,M1,92,40,2,HN,7.46,5,74.68
16261,30/01/2023,758,F3,182,1,7,HN,2.09,3,41.62
16262,23/01/2023,146,F3,250,99,7,HN,5.39,1,138.37
16263,23/01/2023,19,F2,144,97,2,HE,7.67,5,47.69
16264,29/01/2023,528,F2,88,34,2,HN,1.81,2,18.97
16265,19/01/2023,193,F3,228,67,4,HN,3.67,1,130.28
16266,26/01/2023,942,M1,150,19,6,HN,7.23,3,30.86
16267,09/01/2023,821,F3,143,15,1,HN,6.53,1,106.27
16268,21/01/2023,625,M1,60,78,7,HN,4.35,1,17.06
16269,08/01/2023,429,F3,97,76,3,HN,5.59,2,124.81
16270,16/01/2023,499,M1,57,73,6,HN,2.42,5,67.38
16271,20/01/2023,709,F3,71,51,6,HE,3.31,4,44.68
16272,09/01/2023,564,F2,185,63,7,HN,1.41,1,106.42
16273,01/01/2023,363,M1,217,86,6,HN,5.03,1,40.3
16274,02/01/2023,484,F2,199,87,7,HN,2.22,5,51.29
16275,15/01/2023,117,F2,135,79,7,HN,4.58,1,141.56
16276,22/01/2023,134,F3,203,70,7,HE,5.81,3,93.91
16277,12/01/2023,473,M1,13,34,3,HN,5.94,4,97.0
16278,25/01/2023,956,F2,45,17,6,HE,1.35,5,67.69
16279,20/01/2023,864,F3,134,85,7,HN,4.26,3,46.23
16280,23/01/2023,656,F3,89,66,5,HE,4.83,4,147.49
16281,26/01/2023,194,F2,64,85,1,HE,5.59,2,61.81
16282,25/01/2023,227,F2,27,86,6,HN,4.17,3,42.76
16283,10/01/2023,99,F2,128,52,7,HN,1.26,4,10.07
16284,23/01/2023,763,M1,90,33,1,HN,5.63,4,40.78
16285,15/01/2023,901,F3,37,6,2,HN,7.21,2,49.16
16286,09/01/2023,295,M1,142,5,1,HN,6.65,5,25.63
16287,10/01/2023,17,F3,28,53,5,HE,5.89,2,13.26
16288,02/01/2023,215,F3,7,88,4,HN,1.09,5,69.78
16289,21/01/2023,580,F3,192,83,5,HN,3.79,5,4.36
16290,05/01/2023,57,F2,177,62,3,HE,7.58,1,141.94
16291,11/01/2023,152,M1,191,72,6,HE,1.09,4,63.04
16292,06/01/2023,199,F3,18,46,7,HE,6.81,3,120.66
16293,21/01/2023,788,F3,20,29,2,HE,5.66,3,77.58
16294,14/01/2023,121,F3,103,43,1,HN,4.92,5,12.62
16295,08/01/2023,516,M1,207,1,2,HE,4.44,3,133.54
16296,29/01/2023,554,F3,111,66,2,HE,3.0,5,17.65
16297,11/01/2023,354,F3,13,98,6,HE,1.37,3,19.89
16298,17/01/2023,336,F3,99,85,4,HN,1.19,1,140.38
16299,14/01/2023,83,M1,90,8,1,HN,1.23,4,132.98
16300,19/01/2023,29,M1,108,64,4,HE,1.46,5,14.34
16301,18/01/2023,230,F2,156,59,3,HE,1.05,3,86.29
16302,03/01/2023,146,F2,244,9,3,HE,2.22,4,35.57
16303,23/01/2023,229,F3,5,89,3,HN,6.39,5,90.34
16304,14/01/2023,197,M1,126,100,3,HE,1.3,1,78.55
16305,08/01/2023,474,F3,99,53,6,HN,3.77,1,55.41
16306,23/01/2023,693,F2,141,85,3,HE,3.43,1,61.27
16307,13/01/2023,65,M1,23,6,1,HE,6.16,2,74.83
16308,14/01/2023,830,M1,150,21,1,HE,1.25,1,135.05
16309,28/01/2023,58,F3,84,32,5,HN,7.38,3,72.84
16310,03/01/2023,440,F2,64,100,2,HE,4.02,5,64.03
16311,17/01/2023,906,F3,201,100,5,HN,7.13,5,69.92
16312,19/01/2023,831,F2,240,58,3,HE,4.31,1,17.07
16313,02/01/2023,451,F3,236,95,4,HE,1.27,4,86.61
16314,12/01/2023,571,F2,212,79,2,HE,7.14,4,105.79
16315,20/01/2023,697,F3,89,37,6,HN,2.26,5,146.94
16316,21/01/2023,520,F3,38,93,1,HN,5.06,2,84.83
16317,29/01/2023,321,F2,181,67,3,HN,1.07,2,142.33
16318,27/01/2023,330,F2,40,96,2,HN,2.46,2,97.26
16319,05/01/2023,879,F2,83,89,3,HE,7.62,2,91.19
16320,02/01/2023,338,F2,242,63,4,HE,7.89,2,138.6
16321,12/01/2023,396,F2,113,83,1,HN,3.85,1,3.15
16322,09/01/2023,634,M1,33,60,2,HN,4.2,5,112.3
16323,30/01/2023,66,F3,141,80,2,HN,4.69,1,12.62
16324,09/01/2023,171,F3,124,42,6,HE,7.31,5,4.42
16325,18/01/2023,387,M1,217,13,3,HE,7.58,3,15.01
16326,25/01/2023,869,F3,166,2,4,HE,4.65,1,71.07
16327,06/01/2023,812,F2,61,59,7,HE,7.13,4,109.22
16328,19/01/2023,38,F2,107,27,2,HN,1.76,3,88.5
16329,13/01/2023,382,F3,54,64,5,HN,4.56,5,80.69
16330,19/01/2023,405,F3,144,87,4,HN,7.72,2,23.73
16331,10/01/2023,448,F2,26,71,4,HN,4.93,2,140.04
16332,15/01/2023,23,M1,6,66,7,HE,4.45,4,131.37
16333,30/01/2023,132,M1,172,19,2,HE,4.59,3,92.43
16334,13/01/2023,356,F3,159,65,2,HN,1.72,3,19.19
16335,16/01/2023,398,M1,48,83,5,HE,4.94,1,65.29
16336,20/01/2023,657,F3,2,48,6,HN,7.33,5,65.83
16337,12/01/2023,959,F2,170,96,3,HN,1.74,3,117.77
16338,22/01/2023,58,M1,91,71,6,HE,4.18,1,134.37
16339,28/01/2023,13,F2,189,98,7,HE,1.52,3,56.26
16340,03/01/2023,99,F2,33,18,1,HN,4.62,5,33.39
16341,14/01/2023,75,M1,250,96,2,HN,2.52,2,5.78
16342,11/01/2023,331,F3,155,36,5,HE,4.27,3,101.48
16343,28/01/2023,865,F3,176,56,2,HN,6.77,2,22.26
16344,06/01/2023,128,F2,37,26,7,HE,2.32,5,109.94
16345,02/01/2023,779,F3,40,18,7,HN,7.19,1,88.22
16346,23/01/2023,539,M1,129,52,5,HE,5.02,2,63.03
16347,04/01/2023,787,M1,144,39,4,HE,5.63,4,14.23
16348,26/01/2023,267,F2,90,70,1,HE,2.19,1,113.31
16349,12/01/2023,321,M1,188,43,4,HE,6.16,3,64.49
16350,28/01/2023,800,F3,114,88,3,HE,3.16,3,101.0
16351,26/01/2023,891,F2,31,54,5,HE,2.37,5,139.54
16352,21/01/2023,669,M1,189,51,7,HE,4.64,3,101.44
16353,03/01/2023,853,F2,11,67,2,HE,3.11,3,78.24
16354,27/01/2023,195,F3,33,10,3,HN,1.24,1,129.3
16355,02/01/2023,42,F3,241,60,1,HE,1.61,2,25.33
16356,30/01/2023,891,F2,60,10,6,HN,1.85,2,130.67
16357,03/01/2023,702,M1,38,65,7,HE,5.52,3,37.93
16358,10/01/2023,941,F3,233,18,4,HN,1.7,4,38.33
16359,18/01/2023,57,M1,158,59,2,HN,1.05,1,36.32
16360,27/01/2023,332,F2,137,27,4,HE,6.37,3,49.85
16361,20/01/2023,303,M1,76,79,5,HN,4.47,5,43.26
16362,09/01/2023,262,F2,168,3,1,HN,1.36,1,9.34
16363,29/01/2023,231,F2,21,41,7,HN,5.54,3,146.6
16364,24/01/2023,144,F2,60,11,2,HE,6.21,2,38.46
16365,26/01/2023,366,F2,65,22,2,HE,6.29,1,72.57
16366,29/01/2023,429,M1,130,49,1,HN,1.31,3,47.43
16367,28/01/2023,768,F3,124,52,7,HE,1.83,2,105.36
16368,21/01/2023,34,M1,125,1,3,HN,6.91,3,145.02
16369,24/01/2023,803,F2,161,57,1,HN,4.47,1,35.53
16370,07/01/2023,364,M1,148,15,1,HE,2.75,5,107.19
16371,18/01/2023,642,F3,223,97,4,HE,4.14,1,70.35
16372,04/01/2023,582,F2,64,88,5,HE,1.88,4,38.26
16373,12/01/2023,524,F2,109,21,3,HE,7.87,2,43.69
16374,20/01/2023,911,F2,74,10,5,HE,6.1,4,55.32
16375,01/01/2023,59,F2,133,56,6,HN,4.75,3,114.96
16376,28/01/2023,674,M1,103,32,1,HN,4.47,1,120.3
16377,01/01/2023,101,M1,151,47,3,HE,6.81,3,30.01
16378,22/01/2023,302,F3,163,41,5,HE,6.61,5,52.85
16379,30/01/2023,399,M1,11,66,6,HE,4.58,4,112.34
16380,17/01/2023,569,F3,86,15,3,HN,6.79,4,84.21
16381,15/01/2023,666,F3,218,30,7,HE,1.32,2,129.72
16382,24/01/2023,315,F3,76,77,6,HN,5.5,4,23.51
16383,15/01/2023,78,M1,225,5,4,HN,5.59,5,148.2
16384,26/01/2023,491,F2,95,55,6,HN,1.49,2,78.24
16385,05/01/2023,146,M1,106,2,4,HN,6.51,5,141.96
16386,01/01/2023,859,M1,99,26,6,HN,6.89,1,64.72
16387,14/01/2023,728,M1,192,48,2,HN,5.05,1,49.84
16388,29/01/2023,663,F3,10,38,6,HE,3.06,2,47.79
16389,29/01/2023,802,F3,7,8,7,HN,2.61,2,99.19
16390,05/01/2023,73,M1,10,82,6,HE,7.92,3,56.75
16391,10/01/2023,757,F3,191,93,4,HE,3.33,5,70.2
16392,08/01/2023,932,M1,64,34,2,HN,1.81,3,6.95
16393,21/01/2023,474,F2,108,32,7,HE,5.38,5,67.08
16394,23/01/2023,296,F2,140,13,1,HE,7.44,4,128.15
16395,21/01/2023,883,M1,167,33,6,HE,5.82,1,29.48
16396,13/01/2023,2,F3,110,98,6,HN,5.78,2,32.42
16397,08/01/2023,426,F3,110,3,6,HN,2.71,2,56.55
16398,17/01/2023,856,M1,9,13,2,HE,4.34,3,129.05
16399,15/01/2023,784,M1,191,41,2,HN,4.62,3,116.74
16400,15/01/2023,707,F2,224,100,6,HN,5.47,3,58.03
16401,06/01/2023,235,F2,78,43,5,HE,5.57,1,99.27
16402,22/01/2023,933,M1,211,49,5,HE,1.56,2,21.36
16403,12/01/2023,699,M1,88,12,7,HN,4.37,4,142.67
16404,25/01/2023,622,F2,206,29,3,HE,3.94,2,59.64
16405,15/01/2023,432,M1,113,28,4,HE,6.06,2,138.78
16406,29/01/2023,438,F3,196,53,6,HE,1.28,2,55.76
16407,12/01/2023,847,F3,31,63,5,HE,7.79,5,33.89
16408,28/01/2023,252,F2,123,79,3,HN,3.54,2,137.97
16409,04/01/2023,189,F2,74,12,4,HN,6.93,1,137.35
16410,19/01/2023,748,F3,147,32,6,HE,2.18,3,99.3
16411,26/01/2023,357,M1,58,11,7,HN,1.45,2,7.31
16412,30/01/2023,242,M1,185,16,1,HE,1.65,5,90.29
16413,05/01/2023,87,M1,138,1,1,HN,2.03,4,140.15
16414,11/01/2023,571,F2,158,27,5,HE,5.2,1,6.82
16415,30/01/2023,739,F3,195,26,3,HN,4.31,5,44.9
16416,01/01/2023,928,F2,225,13,4,HE,1.13,5,124.1
16417,22/01/2023,138,M1,135,29,1,HE,5.45,1,89.24
16418,12/01/2023,277,F2,211,11,1,HE,3.51,1,68.31
16419,14/01/2023,435,F3,95,53,7,HN,5.3,3,87.38
16420,12/01/2023,851,F2,76,89,6,HE,1.65,1,125.86
16421,23/01/2023,700,F2,207,32,2,HN,6.96,4,135.2
16422,02/01/2023,629,F3,194,29,2,HN,3.52,4,87.94
16423,12/01/2023,309,F3,213,13,2,HE,2.2,5,7.5
16424,15/01/2023,796,F3,149,19,3,HN,6.65,1,92.99
16425,28/01/2023,40,M1,41,86,5,HE,5.76,4,91.11
16426,24/01/2023,123,F3,12,44,6,HN,2.68,4,66.34
16427,23/01/2023,54,F3,225,88,7,HN,4.1,4,134.78
16428,21/01/2023,169,F2,170,28,6,HE,3.26,4,60.46
16429,09/01/2023,762,F2,67,98,3,HE,5.77,2,44.27
16430,11/01/2023,358,M1,86,40,7,HE,2.14,4,49.36
16431,26/01/2023,692,F3,82,46,3,HN,1.11,1,23.83
16432,17/01/2023,100,F3,145,71,3,HN,5.74,4,132.31
16433,02/01/2023,270,F2,185,51,5,HE,3.19,2,114.38
16434,25/01/2023,408,M1,46,100,3,HN,7.49,4,80.84
16435,21/01/2023,35,F2,74,41,4,HE,5.76,3,84.13
16436,23/01/2023,179,F3,74,37,7,HE,1.45,2,88.13
16437,17/01/2023,537,F3,45,44,2,HE,6.65,5,124.3
16438,02/01/2023,333,M1,127,27,3,HE,1.14,4,9.79
16439,17/01/2023,533,F2,168,58,1,HN,5.48,4,51.9
16440,01/01/2023,160,F3,29,57,5,HE,5.87,5,101.53
16441,13/01/2023,931,M1,174,94,2,HE,6.07,2,70.81
16442,23/01/2023,73,M1,67,20,7,HE,7.71,3,54.76
16443,19/01/2023,793,M1,170,6,6,HN,1.83,4,110.9
16444,06/01/2023,674,F3,59,29,5,HE,1.46,1,16.57
16445,06/01/2023,304,M1,76,94,4,HN,1.05,5,63.02
16446,16/01/2023,438,F3,171,9,5,HN,3.52,2,98.8
16447,08/01/2023,36,M1,25,57,5,HE,1.46,3,136.2
16448,06/01/2023,82,F2,56,32,3,HN,3.59,3,121.69
16449,23/01/2023,415,M1,81,88,1,HN,5.56,4,140.17
16450,15/01/2023,619,F2,194,66,7,HN,2.26,5,29.12
16451,04/01/2023,940,F3,148,96,1,HN,1.75,4,109.03
16452,15/01/2023,502,M1,218,49,2,HN,5.19,5,47.91
16453,21/01/2023,159,F3,57,89,6,HE,2.16,3,66.88
16454,07/01/2023,568,F2,120,58,1,HE,3.69,2,141.52
16455,23/01/2023,795,F2,20,1,6,HE,7.4,2,96.3
16456,25/01/2023,230,F3,174,90,1,HN,5.01,2,121.99
16457,20/01/2023,13,F3,111,79,2,HN,6.67,4,68.72
16458,28/01/2023,619,M1,71,45,5,HE,5.76,2,80.51
16459,07/01/2023,54,F3,222,81,6,HN,4.87,4,24.97
16460,18/01/2023,473,F3,233,44,7,HE,1.4,2,58.21
16461,09/01/2023,929,M1,250,13,6,HE,3.07,2,79.36
16462,18/01/2023,767,F3,247,90,2,HE,3.21,1,102.98
16463,23/01/2023,564,M1,183,49,6,HE,1.62,2,70.59
16464,12/01/2023,514,F2,75,99,3,HE,2.15,2,49.26
16465,13/01/2023,295,F2,130,34,7,HE,1.6,3,72.94
16466,26/01/2023,267,M1,220,31,3,HE,4.79,1,105.83
16467,03/01/2023,374,F2,95,70,1,HN,1.89,3,116.01
16468,23/01/2023,621,F3,228,72,5,HE,5.66,4,10.9
16469,14/01/2023,651,M1,189,30,1,HE,6.42,2,92.29
16470,06/01/2023,941,M1,209,9,6,HE,6.59,4,119.78
16471,07/01/2023,264,F3,247,75,6,HN,3.4,3,100.58
16472,10/01/2023,50,M1,15,100,1,HE,1.03,4,147.45
16473,21/01/2023,343,M1,63,9,2,HN,6.45,2,4.95
16474,22/01/2023,397,F2,63,77,7,HN,3.19,2,56.16
16475,23/01/2023,921,M1,51,9,4,HE,3.49,5,59.43
16476,18/01/2023,782,F3,217,96,7,HN,4.12,4,39.13
16477,07/01/2023,295,M1,249,53,5,HN,4.93,3,108.12
16478,28/01/2023,925,M1,180,19,5,HE,4.58,5,124.5
16479,11/01/2023,790,F2,57,37,1,HN,6.74,3,64.42
16480,16/01/2023,806,F3,191,26,1,HN,7.19,5,54.15
16481,11/01/2023,731,F3,90,39,2,HN,3.15,5,115.47
16482,06/01/2023,511,F2,74,49,4,HN,5.45,3,101.74
16483,28/01/2023,65,M1,26,84,3,HN,7.45,3,59.28
16484,17/01/2023,798,F2,166,83,6,HN,6.53,2,10.15
16485,06/01/2023,470,F2,119,32,6,HN,5.83,1,12.16
16486,09/01/2023,694,F3,244,90,1,HN,3.71,2,89.91
16487,19/01/2023,606,F2,232,90,5,HE,3.69,5,8.31
16488,28/01/2023,440,M1,153,30,2,HN,3.67,4,97.87
16489,29/01/2023,338,M1,105,15,4,HN,5.9,3,38.21
16490,08/01/2023,600,F2,99,96,7,HE,3.21,2,144.6
16491,17/01/2023,257,F2,151,42,3,HE,1.82,4,137.94
16492,24/01/2023,356,F3,239,95,2,HN,5.05,3,136.8
16493,09/01/2023,675,F2,33,9,6,HE,7.68,3,99.77
16494,02/01/2023,31,M1,103,6,4,HN,4.73,2,72.34
16495,27/01/2023,457,F2,158,69,6,HN,4.27,3,65.45
16496,03/01/2023,469,F2,91,7,4,HN,5.63,3,114.41
16497,12/01/2023,682,F2,89,35,2,HN,4.7,5,149.95
16498,25/01/2023,412,M1,31,37,1,HE,5.14,1,143.33
16499,20/01/2023,450,F2,219,63,4,HE,5.63,3,31.72
16500,17/01/2023,97,F3,21,45,7,HN,1.38,3,76.55
16501,04/01/2023,565,M1,171,93,1,HE,5.69,3,83.48
16502,22/01/2023,226,F3,158,19,6,HN,3.94,2,19.02
16503,05/01/2023,71,M1,42,52,3,HN,2.36,1,42.09
16504,13/01/2023,308,M1,182,48,6,HE,7.82,5,82.71
16505,15/01/2023,527,M1,159,98,5,HE,4.55,2,93.62
16506,01/01/2023,303,M1,75,41,7,HN,7.13,1,19.41
16507,10/01/2023,136,F3,17,1,4,HN,4.35,5,103.31
16508,22/01/2023,504,F3,133,84,5,HE,2.71,2,114.65
16509,23/01/2023,635,F3,153,73,4,HE,4.43,1,76.21
16510,09/01/2023,217,F3,118,23,6,HE,1.49,1,114.77
16511,10/01/2023,149,F2,100,92,3,HN,6.97,5,75.18
16512,30/01/2023,78,F3,69,23,4,HN,7.05,2,79.72
16513,14/01/2023,314,F3,153,74,4,HE,5.94,5,2.65
16514,27/01/2023,856,F2,28,12,7,HE,1.57,4,90.44
16515,08/01/2023,635,F3,68,56,5,HN,4.93,2,13.62
16516,28/01/2023,707,M1,145,23,5,HN,6.68,2,68.11
16517,11/01/2023,409,F3,49,77,4,HE,1.5,4,145.66
16518,26/01/2023,794,F3,230,90,7,HN,6.46,2,131.69
16519,16/01/2023,487,F3,54,27,7,HN,3.81,4,82.33
16520,11/01/2023,226,F2,79,73,6,HE,3.38,2,1.52
16521,18/01/2023,207,F2,32,29,6,HN,3.76,1,71.29
16522,16/01/2023,136,F3,39,25,5,HE,3.44,1,53.21
16523,23/01/2023,59,M1,113,23,7,HN,4.47,2,134.94
16524,26/01/2023,501,F2,26,86,2,HN,2.6,3,40.98
16525,17/01/2023,125,M1,6,9,7,HE,6.57,5,139.91
16526,22/01/2023,119,M1,68,46,3,HN,4.45,5,47.96
16527,08/01/2023,887,M1,6,79,4,HE,2.52,1,70.18
16528,12/01/2023,24,M1,39,73,7,HE,6.56,4,114.2
16529,02/01/2023,8,F2,98,45,4,HE,4.52,5,93.81
16530,02/01/2023,552,F3,197,86,7,HN,3.83,2,2.09
16531,22/01/2023,122,M1,120,34,5,HN,4.47,5,15.54
16532,29/01/2023,521,F2,166,49,7,HE,1.05,5,142.2
16533,22/01/2023,403,F2,209,5,5,HE,5.06,5,5.57
16534,10/01/2023,410,F3,98,74,5,HE,4.0,5,144.77
16535,08/01/2023,276,F3,29,75,1,HN,5.74,4,88.72
16536,29/01/2023,99,M1,237,26,7,HE,3.15,3,60.73
16537,10/01/2023,110,F3,51,97,4,HE,7.37,2,124.03
16538,11/01/2023,224,F3,128,93,5,HE,3.3,1,147.55
16539,26/01/2023,702,F3,70,78,7,HN,5.41,2,46.79
16540,09/01/2023,928,F3,176,53,6,HN,7.08,2,49.96
16541,28/01/2023,343,M1,100,4,7,HE,4.57,1,115.04
16542,03/01/2023,283,F3,102,63,2,HE,1.87,1,27.12
16543,11/01/2023,592,F2,42,20,1,HN,3.83,1,64.03
16544,10/01/2023,636,F2,74,94,5,HN,3.15,5,105.89
16545,03/01/2023,32,F2,52,93,3,HN,1.39,3,29.39
16546,16/01/2023,33,M1,81,32,6,HE,2.77,2,4.01
16547,09/01/2023,449,F2,55,74,5,HE,5.52,2,61.79
16548,12/01/2023,872,F3,108,23,6,HE,6.6,2,91.22
16549,10/01/2023,954,F2,138,52,3,HE,8.0,5,111.71
16550,11/01/2023,839,F2,36,93,3,HE,2.35,3,71.02
16551,20/01/2023,145,F2,76,21,4,HN,7.62,3,88.19
16552,09/01/2023,464,F3,235,15,5,HE,2.66,5,59.53
16553,15/01/2023,478,M1,142,65,1,HE,6.64,1,69.05
16554,17/01/2023,452,F2,221,34,6,HE,3.23,4,97.04
16555,16/01/2023,648,F2,211,8,1,HE,5.47,3,106.3
16556,24/01/2023,449,M1,91,32,5,HE,5.25,5,3.04
16557,30/01/2023,703,F3,196,10,1,HN,4.31,1,128.72
16558,15/01/2023,799,M1,39,75,6,HN,1.09,3,113.24
16559,24/01/2023,184,F3,83,66,6,HE,5.31,5,55.93
16560,28/01/2023,821,M1,58,74,7,HN,2.55,2,130.29
16561,22/01/2023,244,F2,62,10,1,HN,2.16,3,97.08
16562,26/01/2023,74,F3,51,54,4,HN,2.64,1,81.65
16563,13/01/2023,773,M1,200,10,3,HN,5.89,4,30.99
16564,12/01/2023,800,M1,198,96,7,HE,7.42,4,112.13
16565,25/01/2023,79,M1,136,55,5,HN,4.74,5,124.74
16566,05/01/2023,644,F2,47,52,6,HE,3.18,3,28.32
16567,15/01/2023,901,M1,159,60,7,HE,1.05,1,130.73
16568,21/01/2023,218,F2,38,96,1,HN,1.65,5,80.94
16569,22/01/2023,96,F3,76,63,1,HN,6.87,5,38.46
16570,25/01/2023,487,F3,39,4,2,HE,3.97,3,97.26
16571,19/01/2023,124,F3,206,10,6,HE,5.0,4,41.51
16572,27/01/2023,14,M1,244,71,6,HE,5.61,3,124.56
16573,23/01/2023,19,F2,119,17,6,HE,6.62,2,69.43
16574,26/01/2023,513,F3,206,46,7,HE,5.4,2,17.51
16575,21/01/2023,677,M1,108,23,3,HE,5.49,2,74.66
16576,01/01/2023,415,F3,54,51,2,HE,1.33,2,32.22
16577,11/01/2023,393,F2,44,64,3,HE,3.56,2,81.56
16578,16/01/2023,118,F2,183,61,7,HN,4.38,4,126.9
16579,18/01/2023,495,F2,230,6,4,HN,5.36,5,12.25
16580,19/01/2023,45,F2,231,83,5,HE,7.27,5,9.27
16581,17/01/2023,951,F3,38,15,2,HE,1.03,1,115.07
16582,27/01/2023,261,F2,245,56,2,HN,3.19,5,63.14
16583,20/01/2023,368,M1,71,71,7,HN,6.5,2,58.54
16584,23/01/2023,518,F3,70,71,5,HE,1.82,1,39.82
16585,17/01/2023,735,M1,127,85,7,HN,3.34,3,146.44
16586,14/01/2023,590,F2,199,10,1,HE,2.26,1,47.46
16587,13/01/2023,754,F3,19,44,7,HN,3.37,1,99.77
16588,30/01/2023,295,F3,181,41,5,HE,4.12,3,51.83
16589,12/01/2023,96,F3,60,47,6,HE,4.47,5,126.48
16590,04/01/2023,901,M1,224,49,6,HE,6.65,5,64.83
16591,09/01/2023,414,F2,121,91,7,HN,6.79,5,108.96
16592,15/01/2023,811,F3,238,100,3,HN,1.53,5,57.85
16593,03/01/2023,528,M1,104,16,6,HE,5.07,3,142.53
16594,22/01/2023,141,F2,118,76,3,HN,1.94,1,28.56
16595,04/01/2023,356,F3,138,88,6,HN,2.43,2,118.44
16596,04/01/2023,767,F2,4,66,7,HN,4.24,3,50.08
16597,14/01/2023,301,M1,59,46,3,HE,5.26,2,5.37
16598,25/01/2023,813,F3,137,10,1,HN,1.27,3,103.66
16599,12/01/2023,368,F2,120,30,1,HN,7.33,2,59.43
16600,29/01/2023,776,F3,245,87,4,HE,7.64,5,118.62
16601,07/01/2023,156,M1,119,23,5,HN,2.85,5,10.16
16602,15/01/2023,590,F3,12,55,6,HN,5.72,3,25.28
16603,04/01/2023,155,F2,113,14,2,HE,7.35,5,118.93
16604,23/01/2023,287,M1,238,80,3,HE,5.61,5,5.3
16605,23/01/2023,528,F3,247,35,4,HE,2.85,5,78.83
16606,12/01/2023,884,M1,113,25,1,HN,5.31,3,74.35
16607,21/01/2023,219,M1,116,41,4,HN,4.63,3,21.22
16608,16/01/2023,132,F2,3,70,2,HE,1.01,2,128.3
16609,29/01/2023,164,F2,191,32,3,HN,6.51,3,140.06
16610,15/01/2023,470,M1,160,52,4,HN,6.12,1,66.96
